iucn_sid,dbf_file,sciname,main_common_name,cat,cat_score,published_year,iucn_version
186014,NA,Gobiosoma hildebrandi,Hildebrand's Goby,VU,0.4,2015,2018-1
186015,NA,Gobiosoma spes,Vermiculated Goby,LC,0,2015,2018-1
186016,NA,Gobiosoma spilotum,Isthmian Goby,EN,0.6,2015,2018-1
186018,NA,Gobulus myersi,Paleback Goby,LC,0,2015,2018-1
186019,NA,Guavina guavina,Guavina,LC,0,2015,2018-1
186020,NA,Lipogramma rosea,Rosy Basslet,LC,0,2015,2018-1
186021,NA,Lipogramma klayi,Bicolor Basslet,LC,0,2015,2018-1
186022,NA,Lipogramma regia,Royal Basslet,LC,0,2015,2018-1
186023,NA,Lipogramma flavescens,Yellow Basslet,DD,NA,2015,2018-1
186024,NA,Lipogramma evides,Banded Basslet,LC,0,2015,2018-1
186025,NA,Lipogramma anabantoides,Dusky Basslet,LC,0,2015,2018-1
186026,NA,Lipogramma trilineata,Threeline Basslet,LC,0,2015,2018-1
186027,NA,Lythrypnus mowbrayi,Bermuda Goby,LC,0,2015,2018-1
186028,NA,Lythrypnus phorellus,Convict Goby,LC,0,2015,2018-1
186029,NA,Lythrypnus heterochroma,Diphasic Goby,LC,0,2015,2018-1
186030,NA,Lythrypnus spilus,Bluegold Goby,LC,0,2015,2018-1
186031,NA,Lythrypnus okapia,Okapi Goby,LC,0,2015,2018-1
186032,NA,Lythrypnus minimus,Pygmy Goby,LC,0,2015,2018-1
186033,NA,Lythrypnus nesiotes,Island Goby,LC,0,2015,2018-1
186034,NA,Lythrypnus elasson,Dwarf Goby,LC,0,2015,2018-1
186035,NA,Microgobius carri,Seminole Goby,LC,0,2015,2018-1
186036,NA,Microgobius signatus,Dashback Goby,LC,0,2015,2018-1
186037,NA,Microgobius thalassinus,Green Goby,LC,0,2015,2018-1
186038,NA,Microgobius microlepis,Banner Goby,LC,0,2015,2018-1
186039,NA,Microgobius meeki,Meek's Goby,LC,0,2015,2018-1
186040,NA,Microgobius gulosus,Clown Goby,LC,0,2015,2018-1
186041,NA,Oxyurichthys stigmalophius,Spotfin Goby,LC,0,2015,2018-1
186042,NA,Palatogobius paradoxus,Mauve Goby,LC,0,2015,2018-1
186043,NA,Parrella macropteryx,Longtail Goby,LC,0,2015,2018-1
186044,NA,Priolepis dawsoni,Dawson's Goby,LC,0,2015,2018-1
186045,NA,Priolepis hipoliti,Rusty Goby,LC,0,2015,2018-1
186052,NA,Ptereleotris calliura,Blue Dartfish,LC,0,2015,2018-1
186053,NA,Ptereleotris helenae,Helen's Dartfish,LC,0,2015,2018-1
186054,NA,Pycnomma roosevelti,Roosevelt's Goby,LC,0,2015,2018-1
186056,NA,Sicydium punctatum,Spotted Algae-eating Goby,LC,0,2015,2018-1
186057,NA,Tomicodon leurodiscus,Smooth-suckered Clingfish,LC,0,2015,2018-1
186058,NA,Tomicodon clarkei,Coral Clingfish,DD,NA,2015,2018-1
186059,NA,Tomicodon cryptus,Cryptic Clingfish,LC,0,2015,2018-1
186060,NA,Tomicodon lavettsmithi,Reticulate Clingfish,DD,NA,2015,2018-1
186061,NA,Tomicodon rupestris,Surge Clingfish,LC,0,2015,2018-1
186062,NA,Tomicodon fasciatus,Barred Clingfish,LC,0,2015,2018-1
186069,NA,Mauligobius nigri,NA,LC,0,2015,2018-1
186078,NA,Bathygobius casamancus,NA,LC,0,2015,2018-1
186087,NA,Valamugil buchanani,Bluetail Mullet,LC,0,2017,2018-1
186088,NA,Oxyurichthys ophthalmonema,Eyebrow Goby,LC,0,2016,2018-1
186089,NA,Stenogobius gymnopomus,NA,LC,0,2012,2018-1
186090,NA,Yongeichthys nebulosus,Shadow Goby,LC,0,2017,2018-1
186106,WRASSE.dbf,Acantholabrus palloni,Scale-rayed Wrasse,LC,0,2010,2018-1
186512,NA,Lycengraulis grossidens,Atlantic Sabertooth Anchovy,LC,0,2015,2018-1
186910,NA,Platanichthys platana,NA,LC,0,2017,2018-1
187368,WRASSE.dbf,Bodianus dictynna,NA,LC,0,2010,2018-1
187369,WRASSE.dbf,Choerodon gomoni,NA,LC,0,2010,2018-1
187370,WRASSE.dbf,Halichoeres pardaleocephalus,NA,LC,0,2010,2018-1
187371,WRASSE.dbf,Choerodon margaritiferus,NA,LC,0,2010,2018-1
187372,WRASSE.dbf,Coris nigrotaenia,Blackbar coris,DD,NA,2010,2018-1
187373,WRASSE.dbf,Hemigymnus fasciatus,Barred thicklip wrasse,LC,0,2010,2018-1
187374,WRASSE.dbf,Bodianus tanyokidus,NA,DD,NA,2010,2018-1
187375,WRASSE.dbf,Leptojulis lambdastigma,NA,DD,NA,2010,2018-1
187376,WRASSE.dbf,Xyrichtys rajagopalani,NA,DD,NA,2010,2018-1
187377,WRASSE.dbf,Thalassoma sanctaehelenae,St. Helena wrasse,DD,NA,2010,2018-1
187378,WRASSE.dbf,Bodianus opercularis,Red-striped hogfish,LC,0,2010,2018-1
187379,WRASSE.dbf,Coris variegata,Dapple coris,LC,0,2010,2018-1
187380,WRASSE.dbf,Iniistius cyanifrons,NA,DD,NA,2010,2018-1
187381,WRASSE.dbf,Thalassoma lunare,Crescent-Tail Wrasse,LC,0,2010,2018-1
187382,WRASSE.dbf,Halichoeres marginatus,Dusky Wrasse,LC,0,2010,2018-1
187383,WRASSE.dbf,Cheilio inermis,Sharp-nosed rainbowfish,LC,0,2010,2018-1
187384,WRASSE.dbf,Cheilinus chlorourus,White-dotted maori wrasse,LC,0,2010,2018-1
187385,WRASSE.dbf,Pseudolabrus sieboldi,NA,LC,0,2010,2018-1
187386,WRASSE.dbf,Coris marquesensis,Marquesan Coris,LC,0,2010,2018-1
187387,WRASSE.dbf,Parajulis poecilepterus,Multicolorfin rainbowfish,LC,0,2010,2018-1
187388,WRASSE.dbf,Macropharyngodon choati,Red-flecked wrasse,LC,0,2010,2018-1
187389,WRASSE.dbf,Cirrhilabrus tonozukai,Tono's wrasse,DD,NA,2010,2018-1
187390,WRASSE.dbf,Suezichthys caudavittatus,Red Sea slender wrasse,LC,0,2010,2018-1
187391,WRASSE.dbf,Bodianus thoracotaeniatus,NA,DD,NA,2010,2018-1
187392,WRASSE.dbf,Coris bulbifrons,Doubleheader,VU,0.4,2010,2018-1
187393,WRASSE.dbf,Paracheilinus mccoskeri,Mccosker's flasher-wrasse,LC,0,2010,2018-1
187394,WRASSE.dbf,Coris pictoides,Pixie rainbow wrasse,LC,0,2010,2018-1
187395,WRASSE.dbf,Iniistius aneitensis,White-blotch razor wrasse,LC,0,2010,2018-1
187396,WRASSE.dbf,Labroides dimidiatus,Blue-streak cleaner wrasse,LC,0,2010,2018-1
187397,WRASSE.dbf,Labrus mixtus,Cuckoo Wrasse,LC,0,2010,2018-1
187398,WRASSE.dbf,Labrus bergylta,Ballan Wrasse,LC,0,2010,2018-1
187399,WRASSE.dbf,Iniistius umbrilatus,Blackside razorfish,LC,0,2010,2018-1
187400,WRASSE.dbf,Choerodon vitta,Redstripe tuskfish,LC,0,2010,2018-1
187401,WRASSE.dbf,Halichoeres dimidiatus,NA,LC,0,2010,2018-1
187402,WRASSE.dbf,Iniistius evides,NA,LC,0,2010,2018-1
187403,WRASSE.dbf,Paracheilinus filamentosus,Filament-fin wrasse,LC,0,2010,2018-1
187404,WRASSE.dbf,Bodianus albotaeniatus,Hawaiian Hogfish,LC,0,2010,2018-1
187405,WRASSE.dbf,Halichoeres caudalis,Painted Wrasse,LC,0,2010,2018-1
187406,WRASSE.dbf,Hologymnosus longipes,Sidespot longface wrasse,LC,0,2010,2018-1
187407,WRASSE.dbf,Wetmorella nigropinnata,Yellow-banded possum wrasse,LC,0,2010,2018-1
187408,WRASSE.dbf,Xyrichtys woodi,Wood's razorfish,LC,0,2010,2018-1
187409,WRASSE.dbf,Ophthalmolepis lineolata,Southern Maori wrasse,LC,0,2010,2018-1
187410,WRASSE.dbf,Cirrhilabrus marjorie,Marjorie's Wrasse,LC,0,2010,2018-1
187411,WRASSE.dbf,Iniistius pentadactylus,Red-spot razor wrasse,LC,0,2010,2018-1
187412,WRASSE.dbf,Iniistius trivittatus,Three Banded Razorfish,DD,NA,2010,2018-1
187413,WRASSE.dbf,Paracheilinus attenuatus,NA,LC,0,2010,2018-1
187414,WRASSE.dbf,Macropharyngodon kuiteri,Black leopard wrasse,LC,0,2010,2018-1
187415,WRASSE.dbf,Cirrhilabrus earlei,Orange-Striped Fairy Wrasse,LC,0,2010,2018-1
187416,WRASSE.dbf,Macropharyngodon bipartitus,Vermiculate wrasse,LC,0,2010,2018-1
187417,WRASSE.dbf,Coris batuensis,Schroeder's Rainbow-wrasse,LC,0,2010,2018-1
187418,WRASSE.dbf,Thalassoma pavo,Ornate Wrasse,LC,0,2010,2018-1
187419,WRASSE.dbf,Choerodon zamboangae,Purple eyebrowed tuskfish,LC,0,2010,2018-1
187420,WRASSE.dbf,Bodianus busellatus,NA,LC,0,2010,2018-1
187421,WRASSE.dbf,Paracheilinus walton,NA,LC,0,2010,2018-1
187422,WRASSE.dbf,Thalassoma loxum,Slant-band wrasse,DD,NA,2010,2018-1
187423,WRASSE.dbf,Oxycheilinus orientalis,Oriental maori wrasse,LC,0,2010,2018-1
187424,WRASSE.dbf,Stethojulis bandanensis,Red-spot rainbowfish,LC,0,2010,2018-1
187425,WRASSE.dbf,Conniella apterygia,Rowley Shoals Wrasse,VU,0.4,2010,2018-1
187426,WRASSE.dbf,Notolabrus tetricus,Blue-throated parrotfish,LC,0,2010,2018-1
187427,WRASSE.dbf,Cirrhilabrus bathyphilus,Deepwater Wrasse,LC,0,2010,2018-1
187428,WRASSE.dbf,Halichoeres leucoxanthus,Lemon meringue wrasse,LC,0,2010,2018-1
187429,WRASSE.dbf,Bodianus sanguineus,Sunrise wrasse,LC,0,2010,2018-1
187430,WRASSE.dbf,Choerodon cephalotes,Purple tuskfish,LC,0,2010,2018-1
187431,WRASSE.dbf,Pteragogus cryptus,Indian sneaky wrasse,LC,0,2010,2018-1
187432,WRASSE.dbf,Halichoeres bleekeri,NA,DD,NA,2010,2018-1
187433,WRASSE.dbf,Pteragogus aurigarius,NA,DD,NA,2010,2018-1
187434,WRASSE.dbf,Stethojulis marquesensis,NA,LC,0,2010,2018-1
187435,WRASSE.dbf,Halichoeres socialis,Social Wrasse,EN,0.6,2015,2018-1
187436,WRASSE.dbf,Coris gaimard,African clown wrasse,LC,0,2010,2018-1
187437,WRASSE.dbf,Minilabrus striatus,Minute wrasse,LC,0,2010,2018-1
187438,WRASSE.dbf,Halichoeres prosopeion,Twotone wrasse,LC,0,2010,2018-1
187439,WRASSE.dbf,Cirrhilabrus laboutei,Magenta-streaked wrasse,LC,0,2010,2018-1
187440,WRASSE.dbf,Cirrhilabrus condei,Conde's fairy wrasse,LC,0,2010,2018-1
187441,WRASSE.dbf,Novaculichthys taeniourus,Olive-scribbled wrasse,LC,0,2010,2018-1
187442,WRASSE.dbf,Pseudolabrus eoethinus,Red naped wrasse,LC,0,2010,2018-1
187443,WRASSE.dbf,Halichoeres margaritaceus,Pearl-spotted wrasse,LC,0,2010,2018-1
187444,WRASSE.dbf,Halichoeres pictus,Rainbow Wrasse,LC,0,2010,2018-1
187445,WRASSE.dbf,Bodianus neopercularis,NA,DD,NA,2010,2018-1
187446,WRASSE.dbf,Thalassoma cupido,Cupid wrasse,LC,0,2010,2018-1
187447,WRASSE.dbf,Cirrhilabrus jordani,Flame wrasse,LC,0,2010,2018-1
187448,WRASSE.dbf,Tautogolabrus adspersus,Blue perch,LC,0,2010,2018-1
187449,WRASSE.dbf,Wetmorella tanakai,Pigmy possum wrasse,DD,NA,2010,2018-1
187450,WRASSE.dbf,Coris dorsomacula,Pink-lined wrasse,LC,0,2010,2018-1
187451,WRASSE.dbf,Halichoeres argus,Peacock wrasse,LC,0,2010,2018-1
187452,WRASSE.dbf,Cirrhilabrus katherinae,Katherine's wrasse,LC,0,2010,2018-1
187453,WRASSE.dbf,Anampses elegans,Elegant Wrasse,LC,0,2010,2018-1
187454,WRASSE.dbf,Halichoeres scapularis,Brownbanded wrasse,LC,0,2010,2018-1
187455,WRASSE.dbf,Symphodus trutta,Emerald Wrasse,LC,0,2015,2018-1
187456,WRASSE.dbf,Doratonotus megalepis,Dwarf Wrasse,LC,0,2010,2018-1
187457,WRASSE.dbf,Dotalabrus aurantiacus,Pretty polly,LC,0,2010,2018-1
187458,WRASSE.dbf,Cheilinus quinquecinctus,NA,LC,0,2010,2018-1
187459,WRASSE.dbf,Suezichthys cyanolaemus,Blue-throated rainbow wrasse,LC,0,2010,2018-1
187460,WRASSE.dbf,Cirrhilabrus brunneus,NA,DD,NA,2010,2018-1
187461,WRASSE.dbf,Cirrhilabrus exquisitus,Exquisite wrasse,DD,NA,2010,2018-1
187462,WRASSE.dbf,Pseudojuloides mesostigma,Black-patch wrasse,LC,0,2010,2018-1
187463,WRASSE.dbf,Leptojulis urostigma,Tail-spot V-wrasse,LC,0,2010,2018-1
187464,WRASSE.dbf,Thalassoma newtoni,Newton's wrasse,LC,0,2010,2018-1
187465,WRASSE.dbf,Halichoeres stigmaticus,U-spot wrasse,LC,0,2010,2018-1
187466,WRASSE.dbf,Oxycheilinus digramma,Cheek-lined Maori wrasse,LC,0,2010,2018-1
187467,WRASSE.dbf,Halichoeres cosmetus,Adorned wrasse,LC,0,2010,2018-1
187468,WRASSE.dbf,Pseudolabrus semifasciatus,NA,LC,0,2010,2018-1
187469,WRASSE.dbf,Xyrichtys koteamea,NA,DD,NA,2010,2018-1
187470,WRASSE.dbf,Halichoeres tenuispinis,Chinese wrasse,LC,0,2010,2018-1
187471,WRASSE.dbf,Choerodon gymnogenys,Purplelined wrasse,DD,NA,2010,2018-1
187472,WRASSE.dbf,Pseudocoris bleekeri,Yellow-band wrasse,LC,0,2010,2018-1
187473,WRASSE.dbf,Halichoeres vrolikii,Indian Ocean pinstriped wrasse,LC,0,2010,2018-1
187474,WRASSE.dbf,Halichoeres trimaculatus,Three-spot wrasse,LC,0,2010,2018-1
187475,WRASSE.dbf,Symphodus mediterraneus,Axillary Wrasse,LC,0,2010,2018-1
187476,WRASSE.dbf,Hemigymnus melapterus,Blackedge thicklip wrasse,LC,0,2010,2018-1
187477,WRASSE.dbf,Pseudocheilinus hexataenia,Six-line wrasse,LC,0,2010,2018-1
187478,WRASSE.dbf,Halichoeres leucurus,Chain-line wrasse,LC,0,2010,2018-1
187479,WRASSE.dbf,Tautoga onitis,Black-fish,VU,0.4,2010,2018-1
187480,WRASSE.dbf,Pseudojuloides elongatus,Long green wrasse,DD,NA,2010,2018-1
187481,WRASSE.dbf,Pseudolabrus miles,Scarlet wrasse,LC,0,2010,2018-1
187482,WRASSE.dbf,Halichoeres bivittatus,Slippery Dick,LC,0,2010,2018-1
187483,WRASSE.dbf,Cirrhilabrus melanomarginatus,NA,LC,0,2010,2018-1
187484,WRASSE.dbf,Cirrhilabrus solorensis,Red-eye wrasse,DD,NA,2010,2018-1
187485,WRASSE.dbf,Suezichthys notatus,Japanese rainbow wrasse,LC,0,2010,2018-1
187486,WRASSE.dbf,Thalassoma septemfasciatum,Seven-banded wrasse,DD,NA,2010,2018-1
187487,WRASSE.dbf,Iniistius javanicus,Java razorfish,DD,NA,2010,2018-1
187488,WRASSE.dbf,Choerodon graphicus,Graphic tuskfish,LC,0,2010,2018-1
187489,WRASSE.dbf,Stethojulis strigiventer,Silver-streaked rainbowfish,LC,0,2010,2018-1
187490,WRASSE.dbf,Thalassoma amblycephalum,Bluntheaded wrasse,LC,0,2010,2018-1
187491,WRASSE.dbf,Austrolabrus maculatus,Black-spotted Wrasse,LC,0,2010,2018-1
187492,WRASSE.dbf,Symphodus ocellatus,Ocellated Wrasse,LC,0,2014,2018-1
187493,WRASSE.dbf,Bodianus speciosus,Blackbar hogfish,DD,NA,2010,2018-1
187494,WRASSE.dbf,Paracheilinus cyaneus,Blue flasher-wrasse,LC,0,2010,2018-1
187495,WRASSE.dbf,Bodianus scrofa,Barred Hogfish,VU,0.4,2010,2018-1
187496,WRASSE.dbf,Cheilinus abudjubbe,Abudjubbe’s splendor wrasse,LC,0,2010,2018-1
187497,WRASSE.dbf,Labropsis xanthonota,Wedge-tailed wrasse,LC,0,2010,2018-1
187498,WRASSE.dbf,Coris ballieui,Light colored wrasse fish,LC,0,2010,2018-1
187499,WRASSE.dbf,Choerodon zosterophorus,Black-blotch tuskfish,LC,0,2010,2018-1
187500,WRASSE.dbf,Thalassoma heiseri,Pitcairn rainbow wrasse,LC,0,2010,2018-1
187501,WRASSE.dbf,Cirrhilabrus aurantidorsalis,Orange-back wrasse,LC,0,2010,2018-1
187502,WRASSE.dbf,Cirrhilabrus randalli,NA,LC,0,2010,2018-1
187503,WRASSE.dbf,Pseudojuloides argyreogaster,Ring-cheek slender wrasse,LC,0,2010,2018-1
187504,WRASSE.dbf,Stethojulis maculata,NA,LC,0,2010,2018-1
187505,WRASSE.dbf,Cirrhilabrus flavidorsalis,Yellow-fin fairy wrasse,LC,0,2010,2018-1
187506,WRASSE.dbf,Bodianus frenchii,Foxfish,NT,0.2,2010,2018-1
187507,WRASSE.dbf,Halichoeres richmondi,Richmond's wrasse,LC,0,2010,2018-1
187508,WRASSE.dbf,Pseudolabrus torotai,NA,LC,0,2010,2018-1
187509,WRASSE.dbf,Bodianus solatus,NA,DD,NA,2010,2018-1
187510,WRASSE.dbf,Nelabrichthys ornatus,Tristan rainbow wrasse,LC,0,2010,2018-1
187511,WRASSE.dbf,Choerodon fasciatus,Harlequin tuskfish,LC,0,2010,2018-1
187512,WRASSE.dbf,Halichoeres cyanocephalus,Yellowcheek Wrasse,LC,0,2010,2018-1
187513,WRASSE.dbf,Anchichoerops natalensis,Natal Wrasse,LC,0,2010,2018-1
187514,WRASSE.dbf,Paracheilinus carpenteri,Pink flasher,DD,NA,2010,2018-1
187515,WRASSE.dbf,Halichoeres podostigma,Green-tail wrasse,LC,0,2010,2018-1
187516,WRASSE.dbf,Bodianus axillaris,Turncoat hogfish,LC,0,2010,2018-1
187517,WRASSE.dbf,Diproctacanthus xanthurus,Wandering cleaner wrasse,LC,0,2010,2018-1
187518,WRASSE.dbf,Cirrhilabrus luteovittatus,Yellowband Wrasse,LC,0,2010,2018-1
187519,WRASSE.dbf,Pictilabrus laticlavius,Patrician wrasse,LC,0,2010,2018-1
187520,WRASSE.dbf,Achoerodus gouldii,Western Blue Groper,VU,0.4,2010,2018-1
187521,WRASSE.dbf,Paracheilinus hemitaeniatus,NA,LC,0,2010,2018-1
187522,WRASSE.dbf,Symphodus bailloni,Baillon's Wrasse,LC,0,2010,2018-1
187523,WRASSE.dbf,Oxycheilinus bimaculatus,Twospot maori wrasse,LC,0,2010,2018-1
187524,WRASSE.dbf,Thalassoma rueppellii,Klunzinger's wrasse,LC,0,2010,2018-1
187525,WRASSE.dbf,Terelabrus rubrovittatus,Yellow-stripe hogfish,LC,0,2010,2018-1
187526,WRASSE.dbf,Larabicus quadrilineatus,Fourline wrasse,DD,NA,2010,2018-1
187527,WRASSE.dbf,Hologymnosus doliatus,Narrow-banded wrasse,LC,0,2010,2018-1
187528,WRASSE.dbf,Bodianus paraleucosticticus,Five-striped hogfish,DD,NA,2010,2018-1
187529,WRASSE.dbf,Choerodon frenatus,Bridled Tuskfish,LC,0,2010,2018-1
187530,WRASSE.dbf,Cymolutes torquatus,Finescale razorfish,LC,0,2010,2018-1
187531,WRASSE.dbf,Halichoeres raisneri,NA,DD,NA,2010,2018-1
187532,WRASSE.dbf,Coris atlantica,NA,LC,0,2010,2018-1
187533,WRASSE.dbf,Pseudolabrus guentheri,Günther's wrasse,LC,0,2010,2018-1
187534,WRASSE.dbf,Halichoeres zeylonicus,Sri Lankan wrasse,LC,0,2010,2018-1
187535,WRASSE.dbf,Notolabrus parilus,Orange spotted wrasse,LC,0,2010,2018-1
187536,WRASSE.dbf,Gomphosus varius,Purple club-nosed wrasse,LC,0,2010,2018-1
187537,WRASSE.dbf,Halichoeres orientalis,NA,LC,0,2010,2018-1
187538,WRASSE.dbf,Cirrhilabrus roseafascia,Rose-band Fairy Wrasse,LC,0,2010,2018-1
187539,WRASSE.dbf,Iniistius twistii,NA,LC,0,2010,2018-1
187540,WRASSE.dbf,Paracheilinus piscilineatus,NA,LC,0,2010,2018-1
187541,WRASSE.dbf,Labrus merula,Brown Wrasse,LC,0,2010,2018-1
187542,WRASSE.dbf,Pseudolabrus biserialis,Redband wrasse,LC,0,2010,2018-1
187543,WRASSE.dbf,Cirrhilabrus cenderawasih,Cenderawasih wrasse,LC,0,2010,2018-1
187544,WRASSE.dbf,Cirrhilabrus cyanopleura,Yellow-flanked wrasse,DD,NA,2010,2018-1
187545,WRASSE.dbf,Halichoeres timorensis,Timor wrasse,LC,0,2010,2018-1
187546,WRASSE.dbf,Clepticus parrae,Creole Wrasse,LC,0,2010,2018-1
187547,WRASSE.dbf,Pseudocoris yamashiroi,Yamashiro's wrasse,LC,0,2010,2018-1
187548,WRASSE.dbf,Halichoeres nebulosus,Clouded rainbow fish,LC,0,2010,2018-1
187549,WRASSE.dbf,Halichoeres maculipinna,Clown Wrasse,LC,0,2010,2018-1
187550,WRASSE.dbf,Lappanella guineensis,NA,DD,NA,2010,2018-1
187551,WRASSE.dbf,Hemigymnus sexfasciatus,NA,DD,NA,2010,2018-1
187552,WRASSE.dbf,Paracheilinus octotaenia,Red Sea eightline flasher,LC,0,2010,2018-1
187553,WRASSE.dbf,Bodianus vulpinus,NA,LC,0,2010,2018-1
187554,WRASSE.dbf,Bodianus bilunulatus,Crescent banded hogfish,LC,0,2010,2018-1
187555,WRASSE.dbf,Anampses chrysocephalus,Psychedelic Wrasse,LC,0,2010,2018-1
187556,WRASSE.dbf,Wetmorella albofasciata,Whitebanded sharpnose wrasse,LC,0,2010,2018-1
187557,WRASSE.dbf,Pictilabrus brauni,Braun's senator wrasse BRAUN’S SENATOR WRASSE,DD,NA,2010,2018-1
187558,WRASSE.dbf,Suezichthys devisi,Australian slender wrasse,LC,0,2010,2018-1
187559,WRASSE.dbf,Thalassoma hardwicke,Six-banded wrasse,LC,0,2010,2018-1
187560,WRASSE.dbf,Paracheilinus lineopunctatus,Spot-lined flasher,LC,0,2010,2018-1
187561,WRASSE.dbf,Halichoeres solorensis,Solor wrasse,LC,0,2010,2018-1
187562,WRASSE.dbf,Suezichthys gracilis,Slender wrasse,LC,0,2010,2018-1
187563,WRASSE.dbf,Stethojulis interrupta,One-line rainbowfish,LC,0,2010,2018-1
187564,WRASSE.dbf,Halichoeres melasmapomus,Ocellated wrasse,LC,0,2010,2018-1
187565,WRASSE.dbf,Halichoeres biocellatus,Two-spotted wrasse,LC,0,2010,2018-1
187566,WRASSE.dbf,Notolabrus cinctus,Girdled wrasse,LC,0,2010,2018-1
187567,WRASSE.dbf,Anampses lennardi,Blue and Yellow Wrasse,LC,0,2010,2018-1
187568,WRASSE.dbf,Choerodon oligacanthus,White-patch tuskfish,LC,0,2010,2018-1
187569,WRASSE.dbf,Gomphosus caeruleus,Indian Ocean bird wrasse,LC,0,2010,2018-1
187570,WRASSE.dbf,Bodianus pulchellus,Spotfin Hogfish,LC,0,2010,2018-1
187571,WRASSE.dbf,Bodianus prognathus,NA,LC,0,2010,2018-1
187572,WRASSE.dbf,Achoerodus viridis,Eastern Blue Groper,NT,0.2,2010,2018-1
187573,WRASSE.dbf,Symphodus rostratus,Sublaire,LC,0,2014,2018-1
187574,WRASSE.dbf,Suezichthys soelae,Soela trawl wrasse,LC,0,2010,2018-1
187575,WRASSE.dbf,Labroides pectoralis,Gold barrier reef cleaner,LC,0,2010,2018-1
187576,WRASSE.dbf,Bodianus sepiacaudus,NA,DD,NA,2010,2018-1
187577,WRASSE.dbf,Oxycheilinus nigromarginatus,Blackmargin maori wrasse,DD,NA,2010,2018-1
187578,WRASSE.dbf,Choerodon anchorago,Orange-dotted tuskfish,LC,0,2010,2018-1
187579,WRASSE.dbf,Clepticus africanus,NA,DD,NA,2010,2018-1
187580,WRASSE.dbf,Cirrhilabrus pylei,Blue-margin fairy-wrasse,LC,0,2010,2018-1
187581,WRASSE.dbf,Cirrhilabrus rubrisquamis,Rosy-scales Fairy Wrasse,DD,NA,2010,2018-1
187582,WRASSE.dbf,Eupetrichthys angustipes,Snake-skin wrasse,LC,0,2010,2018-1
187583,WRASSE.dbf,Bodianus cylindriatus,Cylindrical hogfish,LC,0,2010,2018-1
187584,WRASSE.dbf,Halichoeres poeyi,Blackear Wrasse,LC,0,2010,2018-1
187585,WRASSE.dbf,Halichoeres signifer,NA,DD,NA,2010,2018-1
187586,WRASSE.dbf,Pseudojuloides atavai,Polynesian slender wrasse,DD,NA,2010,2018-1
187587,WRASSE.dbf,Bodianus diana,Indian Diana's Hogfish,LC,0,2010,2018-1
187588,WRASSE.dbf,Suezichthys aylingi,Crimson cleaner fish,LC,0,2010,2018-1
187589,WRASSE.dbf,Halichoeres iridis,Rainbow wrasse,LC,0,2010,2018-1
187590,WRASSE.dbf,Cirrhilabrus sanguineus,NA,LC,0,2010,2018-1
187591,WRASSE.dbf,Pseudolabrus fuentesi,NA,LC,0,2010,2018-1
187592,WRASSE.dbf,Iniistius auropunctatus,NA,LC,0,2010,2018-1
187593,WRASSE.dbf,Choerodon paynei,NA,DD,NA,2010,2018-1
187594,WRASSE.dbf,Pseudocheilinops ataenia,Pink-streaked wrasse,LC,0,2010,2018-1
187595,WRASSE.dbf,Symphodus caeruleus,NA,LC,0,2015,2018-1
187596,WRASSE.dbf,Cirrhilabrus balteatus,Girdled wrasse,DD,NA,2010,2018-1
187597,WRASSE.dbf,Bodianus rubrisos,NA,DD,NA,2010,2018-1
187598,WRASSE.dbf,Halichoeres bicolor,Pearly-spotted wrasse,LC,0,2010,2018-1
187599,WRASSE.dbf,Cirrhilabrus scottorum,Scott's wrasse,LC,0,2010,2018-1
187600,WRASSE.dbf,Halichoeres nigrescens,White-button wrasse,LC,0,2010,2018-1
187601,WRASSE.dbf,Thalassoma ballieui,Old woman wrasse,LC,0,2010,2018-1
187602,WRASSE.dbf,Coris flavovittata,Yellowstripe coris,LC,0,2010,2018-1
187603,WRASSE.dbf,Coris roseoviridis,Red and green Coris,LC,0,2010,2018-1
187604,WRASSE.dbf,Pteragogus enneacanthus,Redstriped wrasse,LC,0,2010,2018-1
187605,WRASSE.dbf,Xyrichtys sanctaehelenae,Yellow razorfish,LC,0,2010,2018-1
187606,WRASSE.dbf,Cirrhilabrus walshi,NA,LC,0,2010,2018-1
187607,WRASSE.dbf,Pseudojuloides erythrops,Blue-head slender-wrasse,LC,0,2010,2018-1
187608,WRASSE.dbf,Halichoeres burekae,Mardi Gras Wrasse,EN,0.6,2015,2018-1
187609,WRASSE.dbf,Cirrhilabrus lubbocki,Lubbock's wrasse,LC,0,2010,2018-1
187610,WRASSE.dbf,Iniistius celebicus,Bronzespot razorfish,LC,0,2010,2018-1
187611,WRASSE.dbf,Pseudocoris ocellata,NA,DD,NA,2010,2018-1
187612,WRASSE.dbf,Choerodon jordani,Jordan's tuskfish,LC,0,2010,2018-1
187613,WRASSE.dbf,Decodon puellaris,Red Hogfish,LC,0,2015,2018-1
187614,WRASSE.dbf,Cirrhilabrus lunatus,Crescent-tail wrasse,LC,0,2010,2018-1
187615,WRASSE.dbf,Decodon grandisquamis,Largescale wrasse,DD,NA,2010,2018-1
187616,WRASSE.dbf,Halichoeres pelicieri,Peliciers Wrasse,DD,NA,2010,2018-1
187617,WRASSE.dbf,Thalassoma genivittatum,Red-cheek wrasse,LC,0,2010,2018-1
187618,WRASSE.dbf,Cheilinus lunulatus,Broomtail wrasse,LC,0,2010,2018-1
187619,WRASSE.dbf,Bodianus bathycapros,Hawaiian pigfish,LC,0,2010,2018-1
